Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
1-low-pressure-replacement-media,,,,,,,,,17-3/8x23-3/8x1,,,,,,,,C4LP173/8233/8X,0.0,,-15,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,17-3/8x29-3/8x1,,,,,,,,C4LP173/8293/8X,0.0,,-5,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,17-3/8x35-3/8x1,,,,,,,,C4LP173/8353/8X,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,17X18X1,,,,,,,,C4LP1718,0.0,,-14,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,17X25X1,,,,,,,,C4LP1725,0.0,,-21,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,17X28-1/4X1,,,,,,,,C4LP17281/4X,0.0,,-35,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,17X28X1,,,,,,,,C4LP1728,0.0,,-6,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18X18X1,,,,,,,,C4LP1818,0.0,,-284,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18X20X1,,,,,,,,C4LP1820,0.0,,-782,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18X22X1,,,,,,,,C4LP1822,0.0,,-80,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18X24X1,,,,,,,,C4LP1824,0.0,,-519,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18x25x1,,,,,,,,C4LP1825,0.0,,-62,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18X26X1,,,,,,,,C4LP1826,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18X28X1,,,,,,,,C4LP1828,0.0,,-20,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18X30X1,,,,,,,,C4LP1830,0.0,,-222,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18x36x1,,,,,,,,C4LP1836,0.0,,-30,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media,,,,,,,,,18x38x1,,,,,,,,C4LP1838,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,LPD Replacement Media 4-Packs (Larger than 19 Inch),"<p>4 pack of replacement media for our Low-Pressure Drop Polarized-Media Air Cleaners.</p>
<p>Includes Standard Sizes, Custom Sizes and Oversized (over 30 inches), with first dimension greater than or equal 19 inches.</p>
<p><u>Notes</u></p>
<ul>
<li>For smaller sizes see the <a href=""/collections/1-inch-air-cleaners/products/1-low-pressure-replacement-media"">LPD Media Smaller than 18 Inch</a> product page.<br>
</li>
<li>For custom sizes, please <a href=""/pages/contact-us"">contact us</a><a href=""mailto:orders@dynamicaqs.com""></a>.</li>
<li><a href=""https://www.dynamiconlineorders.com/pages/measuring-replacement-media"">How to Measure for Replacement Media</a></li>
<li><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/How_To_Change_The_Media_In_Your_Polarized-Media_Air_Cleaner_P-MAC.pdf?v=1632436087"">How to Change Media</a></li>
<li>For more information, see our <a title=""Air Cleaner FAQs"" href=""https://www.dynamiconlineorders.com/pages/polarized-media-air-cleaner-pmac-top-frequently-asked-questions"">P-MAC Frequently Asked Questions</a> page.</li>
</ul>",Dynamic AQS,,1 Inch Air Cleaners,"ARS, ASV, BIO, CAD, ECO, ENV, NEX, SLA, SNA",true,Size,19-1/2x21-1/4x1,,,,,,,,C4LP191/2211/4X,0.0,,-175,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/LPD_Replacement_Media_d1cbf1e7-5f13-4f9c-a146-8a507746d80f.png?v=1609252536,1,,false,,,,lb,,active
1-low-pressure-replacement-media-large,,,,,,,,,19-1/2x24-1/2X1,,,,,,,,C4LP191/2241/2X,0.0,,-13,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,19-3/8x19-3/8x1,,,,,,,,C4LP193/8193/8X,0.0,,-22,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,19-3/8x23-3/8x1,,,,,,,,C4LP193/8233/8X,0.0,,-12,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,19-3/8x29-3/8x1,,,,,,,,C4LP193/8293/8X,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,19-7/8x21-1/2x1,,,,,,,,C4LP197/8211/2X,0.0,,-503,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,19x21x1,,,,,,,,C4LP1921,0.0,,-7,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,19x24x1,,,,,,,,C4LP1924,0.0,,-7,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x20x1,,,,,,,,C4LP2020,0.0,,-14739,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x21-5/8x1,,,,,,,,C4LP20215/8X,0.0,,-1484,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x22-3/4x1,,,,,,,,C4LP20223/4X,0.0,,-23,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x22x1,,,,,,,,C4LP2022,0.0,,-515,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x23x1,,,,,,,,C4LP2023,0.0,,-513,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x24x1,,,,,,,,C4LP2024,0.0,,-1707,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x25x1,,,,,,,,C4LP2025,0.0,,-35827,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x28x1,,,,,,,,C4LP2028,0.0,,-19,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x30x1,,,,,,,,C4LP2030,0.0,,-3782,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x32x1,,,,,,,,C4LP2032,0.0,,-7,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x36x1,,,,,,,,C4LP2036,0.0,,-194,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x37x1,,,,,,,,C4LP2037,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x40x1,,,,,,,,C4LP2040,0.0,,-833,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x42x1,,,,,,,,C4LP2042,0.0,,-4,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x47x1,,,,,,,,C4LP2047,0.0,,-2,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x48x1,,,,,,,,C4LP2048,0.0,,-2,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,20x50x1,,,,,,,,C4LP2050,0.0,,-88,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,21-1/2x23-1/4x1,,,,,,,,C4LP211/2231/4X,0.0,,-538,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,21-1/2x25-1/2x1,,,,,,,,C4LP211/2251/2X,0.0,,-205,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,21x21x1,,,,,,,,C4LP2121,0.0,,-15,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,21x22x1,,,,,,,,C4LP2122,0.0,,-31,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,21x23x1,,,,,,,,C4LP2123,0.0,,-22,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,21x25-3/16x1,,,,,,,,C4LP21253/16X,0.0,,-26,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,21x25x1,,,,,,,,C4LP2125,0.0,,-39,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,22x22x1,,,,,,,,C4LP2222,0.0,,-33,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,22x24x1,,,,,,,,C4LP2224,0.0,,-18,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,22x25x1,,,,,,,,C4LP2225,0.0,,-31,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,22x30x1,,,,,,,,C4LP2230,0.0,,-5,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,23-1/2x29-1/2x1,,,,,,,,C4LP231/2291/2X,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,23-3/8x23-3/8x1,,,,,,,,C4LP233/8233/8X,0.0,,-15,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,23x20x1,,,,,,,,C4LP2320,0.0,,-37,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,24x24x1,,,,,,,,C4LP2424,0.0,,-1044,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,24x25x1,,,,,,,,C4LP2425,0.0,,-88,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,24x26x1,,,,,,,,C4LP2426,0.0,,-16,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,24x28x1,,,,,,,,C4LP2428,0.0,,-40,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,24x30x1,,,,,,,,C4LP2430,0.0,,-1232,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,24x31x1,,,,,,,,C4LP2431,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,24x36x1,,,,,,,,C4LP2436,0.0,,-30,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,25x20x1,,,,,,,,C4LP2520,0.0,,-44,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,25x25x1,,,,,,,,C4LP2525,0.0,,-795,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,25x30x1,,,,,,,,C4LP2530,0.0,,-94,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,25x32x1,,,,,,,,C4LP2532,0.0,,-74,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,28x30x1,,,,,,,,C4LP2830,0.0,,-155,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,28x32x1,,,,,,,,C4LP2832,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,28x34x1,,,,,,,,C4LP2834,0.0,,-31,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,30x30x1,,,,,,,,C4LP3030,0.0,,-38,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,30x32x1,,,,,,,,C4LP3032,0.0,,-121,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-replacement-media-large,,,,,,,,,30x36x1,,,,,,,,C4LP3036,0.0,,-185,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,"1"" Polarized-Media Air Cleaner (P-MAC)","<p>1-Inch Polarized-Media Air Cleaners (i.e. Panels) - Standard Sizes, Custom Sizes and Oversized (over 30 inches).</p>
<p>The powerhead is on the shorter side of the panel.</p>
<p>Includes 1 media pad in the panel plus 3 extra Low-Pressure Drop (LPD) replacement media pads and a wire pack with instructions.</p>
<p>24 Volts AC.<br></p>
<p><span style=""text-decoration: underline;"">Notes</span></p>
<div>
<ul>
<li>For other sizes not listed or retrofit panels, please <a href=""/pages/contact-us"">contact us</a>.</li>
<li>For more information, see our <a href=""https://www.dynamiconlineorders.com/pages/polarized-media-air-cleaner-pmac-top-frequently-asked-questions"">P-MAC Frequently Asked Questions</a> page.</li>
</ul>
</div>
<p></p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Air Purifiers,1 Inch Air Cleaners,"ARS, ASV, BIO, CAD, ECO, ENV, NEX, SLA, SNA",true,Size,10x20x1,,,,,,,,3LP1020,0.0,,-129,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/LPD_Panels_afee673f-7299-4912-8f91-852ca26d7fbb.png?v=1609254213,1,,false,,,,lb,,active
1-low-pressure-panels,,,,,,,,,10x24x1,,,,,,,,3LP1024,0.0,,-22,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/LPD_Panels_2.png?v=1610835599,2,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,10x25x1,,,,,,,,3LP1025,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,10x30x1,,,,,,,,3LP1030,0.0,,-12,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,12x12x1,,,,,,,,3LP1212,0.0,,-54,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,12x20x1,,,,,,,,3LP1220,0.0,,-55,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,12x24x1,,,,,,,,3LP1224,0.0,,-162,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,12x25x1,,,,,,,,3LP1225,0.0,,-9,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,12x30x1,,,,,,,,3LP1230,0.0,,-31,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,12x36x1,,,,,,,,3LP1236,0.0,,-12,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,13-1/8x21-5/8x1,,,,,,,,3LP131/8215/8X,0.0,,-20,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,13x19x1,,,,,,,,3LP1319,0.0,,-5,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,13x21x1,,,,,,,,3LP1321,0.0,,-8,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,14x14x1,,,,,,,,3LP1414,0.0,,-110,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,14x19x1,,,,,,,,3LP1419,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,14x20x1,,,,,,,,3LP1420,0.0,,-374,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,14x24x1,,,,,,,,3LP1424,0.0,,-188,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,14x25x1,,,,,,,,3LP1425,0.0,,-614,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,14x30x1,,,,,,,,3LP1430,0.0,,-283,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,15x20x1,,,,,,,,3LP1520,0.0,,-273,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,15x22x1,,,,,,,,3LP1522,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,15x24x1,,,,,,,,3LP1524,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,15x25x1,,,,,,,,3LP1525,0.0,,-13,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16-1/2x21-5/8x1,,,,,,,,3LP161/2215/8X,0.0,,-63,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16-3/8x21-1/2,,,,,,,,3LP163/8211/2X,0.0,,-122,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16x16x1,,,,,,,,3LP1616,0.0,,-83,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16x20x1,,,,,,,,3LP1620,0.0,,-2779,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16x21x1,,,,,,,,3LP1621,0.0,,-11,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16x24x1,,,,,,,,3LP1624,0.0,,-97,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16x25x1,,,,,,,,3LP1625,0.0,,-5950,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16x30x1,,,,,,,,3LP1630,0.0,,-57,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,16x40x1,,,,,,,,3LP1640,0.0,,-16,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,17-3/8x17-3/8x1,,,,,,,,3LP173/8173/8X,0.0,,-2,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,17-3/8x23-3/8x1,,,,,,,,3LP173/8233/8X,0.0,,-15,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,17-3/8x29-3/8x1,,,,,,,,3LP173/8293/8X,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,17-3/8x35-3/8x1,,,,,,,,3LP173/8353/8X,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,18x18x1,,,,,,,,3LP1818,0.0,,-129,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,18x20x1,,,,,,,,3LP1820,0.0,,-831,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,18x24x1,,,,,,,,3LP1824,0.0,,-541,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,18x25x1,,,,,,,,3LP1825,0.0,,-23,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,18x30x1,,,,,,,,3LP1830,0.0,,-147,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,18x36x1,,,,,,,,3LP1836,0.0,,-6,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,18x38x1,,,,,,,,3LP1838,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-1/2x19-1/2x1,,,,,,,,3LP191/2191/2X,0.0,,-20,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-1/2x20x1,,,,,,,,3LP191/220X,0.0,,-56,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-1/2x21x1,,,,,,,,3LP191/221X,0.0,,-16,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-1/2x24-1/2x1,,,,,,,,3LP191/2241/2X,0.0,,-10,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-3/4x21-1/2x1,,,,,,,,3LP193/4211/2X,0.0,,-11,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-3/8x19-3/8x1,,,,,,,,3LP193/8193/8X,0.0,,-4,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-3/8x23-3/8x1,,,,,,,,3LP193/8233/8X,0.0,,-9,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-3/8x29-3/8x1,,,,,,,,3LP193/8293/8X,0.0,,-4,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19-7/8x21-1/2x1,,,,,,,,3LP197/8211/2X,0.0,,-190,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,19x21x1,,,,,,,,3LP1921,0.0,,-9,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x20x1,,,,,,,,3LP2020,0.0,,-4621,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x21-5/8x1,,,,,,,,3LP20215/8X,0.0,,-48,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x21x1,,,,,,,,3LP2021,0.0,,-29,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x22-3/4x1,,,,,,,,3LP20223/4X,0.0,,-5,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x22x1,,,,,,,,3LP2022,0.0,,-293,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x23x1,,,,,,,,3LP2023,0.0,,-446,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x24x1,,,,,,,,3LP2024,0.0,,-1193,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x25x1,,,,,,,,3LP2025,0.0,,-6156,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x30x1,,,,,,,,3LP2030,0.0,,-898,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x32x1,,,,,,,,3LP2032,0.0,,-2,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x36x1,,,,,,,,3LP2036,0.0,,-27,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x37x1,,,,,,,,3LP2037,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x40x1,,,,,,,,3LP2040,0.0,,-190,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,20x50x1,,,,,,,,3LP2050,0.0,,-23,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,21-1/2x23-1/4x1,,,,,,,,3LP211/2231/4X,0.0,,-85,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,21-1/2x25-1/2x1,,,,,,,,3LP211/2251/2X,0.0,,-6,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,21x25x1,,,,,,,,3LP2125,0.0,,-12,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,22x22x1,,,,,,,,3LP2222,0.0,,-7,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,22x25x1,,,,,,,,3LP2225,0.0,,-6,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,23-3/8x23-3/8x1,,,,,,,,3LP233/8233/8X,0.0,,-3,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,23x20x1,,,,,,,,3LP2320,0.0,,-95,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,24x24x1,,,,,,,,3LP2424,0.0,,-339,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,24x25x1,,,,,,,,3LP2425,0.0,,-48,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,24x26x1,,,,,,,,3LP2426,0.0,,-5,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,24x28x1,,,,,,,,3LP2428,0.0,,-5,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,24x30x1,,,,,,,,3LP2430,0.0,,-207,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,24x36x1,,,,,,,,3LP2436,0.0,,-20,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,25x25x1,,,,,,,,3LP2525,0.0,,-148,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,25x32x1,,,,,,,,3LP2532,0.0,,-9,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,28x30x1,,,,,,,,3LP2830,0.0,,-13,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,30x30x1,,,,,,,,3LP3030,0.0,,-13,deny,manual,true,true,,,,,,,,,,,,,lb,,
1-low-pressure-panels,,,,,,,,,30x32x1,,,,,,,,3LP3032,0.0,,-4,deny,manual,true,true,,,,,,,,,,,,,lb,,
